method,scenario,wait_mean,wait_std,stops_mean,stops_std,trip_mean,trip_std,arr_mean,arr_std
WOA,low,363.0972222222222,23.35067948161437,3.2486111111111113,0.14443643140167023,702.8727777777777,19.592563163791535,37.4,6.945502141674135
HHO,low,322.1386111111111,33.00950824486639,2.9416666666666664,0.15665287567354166,625.8611111111111,30.009265210211165,36.8,3.8678159211627436
GA,low,496.4044444444444,24.45242635465097,3.680833333333333,0.16346791507589264,822.2575,51.10983434848553,36.0,5.549774770204643
WOA,medium,848.1077777777776,29.281071573102246,7.672777777777777,0.16346838709746583,1689.675,36.80020768275405,100.6,7.391887445030532
HHO,medium,717.6783333333334,37.205425092681864,6.774444444444444,0.21462104127513865,1471.4541666666667,52.51320222743053,90.6,4.029888335921977
GA,medium,1250.9236111111109,69.06935615093668,9.266388888888889,0.430066388788327,2107.0402777777776,97.53074534236383,94.8,6.675327707311453
WOA,peak,1395.6108333333334,127.13885714623447,13.166666666666666,0.8751961861191642,2944.2991666666667,227.14155838932442,179.6,11.42978564978364
HHO,peak,1123.480277777778,36.473963627294275,11.39027777777778,0.26397805511111533,2560.523333333333,54.82450091675812,176.6,6.499230723708768
GA,peak,2047.4358333333334,42.35556648959294,15.7375,0.21266787123773553,3577.6216666666674,57.88128383346276,165.4,7.525955088890711
